QueryID	Number of Annotations Replaced	Best Match	Similarity Score
VTO_0002654	0	VTO_0002654	0.9
VTO_0002654	1	VTO_0002654	0.9
VTO_0002654	2	VTO_0002654	0.885
VTO_0002654	3	VTO_0002654	0.875
VTO_0002654	4	VTO_0002654	0.835
VTO_0002654	5	VTO_0002654	0.665
VTO_0002654	6	VTO_0034991	0.4725
VTO_0002654	7	VTO_0034991	0.4725
VTO_0002654	8	VTO_0034991	0.4625
VTO_0002654	9	VTO_0034991	0.4625
VTO_0002654	10	VTO_0034991	0.46
VTO_0047199	0	VTO_0047199	0.885
VTO_0047199	1	VTO_0047199	0.875
VTO_0047199	2	VTO_0047199	0.845
VTO_0047199	3	VTO_0047199	0.83
VTO_0047199	4	VTO_0047199	0.82
VTO_0047199	5	VTO_0047199	0.6525
VTO_0047199	6	VTO_0034991	0.4675
VTO_0047199	7	VTO_0034991	0.4725
VTO_0047199	8	VTO_0034991	0.4725
VTO_0047199	9	VTO_0034991	0.4775
VTO_0047199	10	VTO_0034991	0.4775
VTO_9001676	0	VTO_9001676	0.94
VTO_9001676	1	VTO_9001676	0.905
VTO_9001676	2	VTO_9001676	0.905
VTO_9001676	3	VTO_9001676	0.905
VTO_9001676	4	VTO_9001676	0.89
VTO_9001676	5	VTO_9001676	0.585
VTO_9001676	6	VTO_0034991	0.445
VTO_9001676	7	VTO_0034991	0.44
VTO_9001676	8	VTO_0034991	0.4525
VTO_9001676	9	VTO_0034991	0.4575
VTO_9001676	10	VTO_0034991	0.4575
VTO_9003361	0	VTO_9003361	0.9
VTO_9003361	1	VTO_9003361	0.9
VTO_9003361	2	VTO_9003361	0.885
VTO_9003361	3	VTO_9003361	0.885
VTO_9003361	4	VTO_9003361	0.855
VTO_9003361	5	VTO_9003361	0.545
VTO_9003361	6	VTO_9030591	0.4375
VTO_9003361	7	VTO_0036816	0.4325
VTO_9003361	8	VTO_0034991	0.4275
VTO_9003361	9	VTO_0034991	0.43
VTO_9003361	10	VTO_0037519	0.4475
VTO_0011622	0	VTO_0011622	0.885
VTO_0011622	1	VTO_0011622	0.885
VTO_0011622	2	VTO_0011622	0.86
VTO_0011622	3	VTO_0011622	0.845
VTO_0011622	4	VTO_0011622	0.835
VTO_0011622	5	VTO_0011622	0.58
VTO_0011622	6	VTO_0034991	0.43
VTO_0011622	7	VTO_0034991	0.43
VTO_0011622	8	VTO_0034556	0.435
VTO_0011622	9	VTO_0034991	0.4275
VTO_0011622	10	VTO_0001466	0.4475
