QueryID	Number of Annotations Replaced	Best Match	Similarity Score
VTO_0002654	0	VTO_0002654	1.0
VTO_0002654	1	VTO_0002654	1.0
VTO_0002654	2	VTO_0002654	1.0
VTO_0002654	3	VTO_0002654	1.0
VTO_0002654	4	VTO_0002654	1.0
VTO_0002654	5	VTO_0002654	0.925925925926
VTO_0002654	6	VTO_0034991	0.910387984981
VTO_0002654	7	VTO_0034991	0.910387984981
VTO_0002654	8	VTO_0034991	0.910387984981
VTO_0002654	9	VTO_0034991	0.910387984981
VTO_0002654	10	VTO_0034991	0.910387984981
VTO_0047199	0	VTO_0047199	1.0
VTO_0047199	1	VTO_0047199	1.0
VTO_0047199	2	VTO_0047199	1.0
VTO_0047199	3	VTO_0047199	1.0
VTO_0047199	4	VTO_0047199	1.0
VTO_0047199	5	VTO_0034991	0.944753429737
VTO_0047199	6	VTO_0034991	0.955272363818
VTO_0047199	7	VTO_0034991	0.955272363818
VTO_0047199	8	VTO_0034991	0.960717009916
VTO_0047199	9	VTO_0034991	0.960717009916
VTO_0047199	10	VTO_0034991	0.960717009916
VTO_9001676	0	VTO_9001676	1.0
VTO_9001676	1	VTO_9001676	1.0
VTO_9001676	2	VTO_9001676	1.0
VTO_9001676	3	VTO_9001676	1.0
VTO_9001676	4	VTO_9001676	1.0
VTO_9001676	5	VTO_9001676	0.909090909091
VTO_9001676	6	VTO_0034955	0.914148857775
VTO_9001676	7	VTO_0034991	0.945382323734
VTO_9001676	8	VTO_0034991	0.945382323734
VTO_9001676	9	VTO_0034991	0.935983827493
VTO_9001676	10	VTO_0040252	0.947602739726
VTO_9003361	0	VTO_9003361	1.0
VTO_9003361	1	VTO_9003361	1.0
VTO_9003361	2	VTO_9003361	1.0
VTO_9003361	3	VTO_9003361	1.0
VTO_9003361	4	VTO_9003361	1.0
VTO_9003361	5	VTO_0034991	0.953276047261
VTO_9003361	6	VTO_0034991	0.962047977085
VTO_9003361	7	VTO_0034991	0.962047977085
VTO_9003361	8	VTO_0034991	0.953276047261
VTO_9003361	9	VTO_0034991	0.959183673469
VTO_9003361	10	VTO_0034991	0.963462804477
VTO_0011622	0	VTO_0011622	1.0
VTO_0011622	1	VTO_0011622	1.0
VTO_0011622	2	VTO_0011622	1.0
VTO_0011622	3	VTO_0011622	1.0
VTO_0011622	4	VTO_0011622	1.0
VTO_0011622	5	VTO_0034991	0.930769230769
VTO_0011622	6	VTO_0034991	0.930769230769
VTO_0011622	7	VTO_0034991	0.888888888889
VTO_0011622	8	VTO_0036216	0.896313364055
VTO_0011622	9	VTO_0002210	0.94690860215
VTO_0011622	10	VTO_0002210	0.94690860215
